sentence	label
friday after next is a lot more bluster than bite .	0
an opportunity missed .	0
shallow , noisy and pretentious .	0
some of the most inventive silliness you are likely to witness in a movie theatre for some time .	1
it 's surprisingly decent , particularly for a tenth installment in a series .	1
it 's a talking head documentary , but a great one .	1
cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon .	0
the gorgeously elaborate continuation of `` the lord of the rings '' trilogy is so huge that a column of words can not adequately describe co-writer\/director peter jackson 's expanded vision of j.r.r. tolkien 's middle-earth .	1
for most movies , 84 minutes is short , but this one feels like a life sentence .	0
the observations of this social\/economic\/urban environment are canny and spiced with irony .	1
but unless you 're an absolute raving star wars junkie , it is n't much fun .	0
those moviegoers who would automatically bypass a hip-hop documentary should give `` scratch '' a second look .	1
a fan film that for the uninitiated plays better on video with the sound turned down .	0
scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .	1
the project 's filmmakers forgot to include anything even halfway scary as they poorly rejigger fatal attraction into a high school setting .	0
as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan 's gifts , which are such that we 'll keep watching the skies for his next project .	1
hip-hop rarely comes alive as its own fire-breathing entity in this picture .	0
a little uneven to be the cat 's meow , but it 's good enough to be the purr .	1
unfortunately , it 's also not very good .	0
a determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird .	0
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets .	0
any rock pile will do for a set .	0
the following things are not at all entertaining : the bad sound , the lack of climax and , worst of all , watching seinfeld -lrb- who is also one of the film 's producers -rrb- do everything he can to look like a good guy .	0
it 's surprisingly bland despite the heavy doses of weird performances and direction .	0
standing by yourself is haunting ... -lrb- it 's -rrb- what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .	1
less an examination of neo-nazism than a probe into the nature of faith itself .	1
depressingly thin and exhaustingly contrived .	0
although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .	0
eyre is on his way to becoming the american indian spike lee .	1
it never plays as dramatic even when dramatic things happen to people .	0
the superior plotline is n't quite enough to drag along the dead -lrb- water -rrb- weight of the other .	0
although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .	0
kapur fails to give his audience a single character worth rooting for -lrb- or worth rooting against , for that matter -rrb- .	0
this is a movie full of grace and , ultimately , hope .	1
slap me , i saw this movie .	0
it drowns in sap .	0
an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line .	1
the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .	0
being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .	0
its simplicity puts an exclamation point on the fact that this is n't something to be taken seriously , but it also wrecks any chance of the movie rising above similar fare .	0
... while certainly clever in spots , this too-long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention .	0
the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten .	0
a lame comedy .	0
a movie that sends you out of the theater feeling like you 've actually spent time living in another community .	1
formuliac , but fun .	1
there 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties .	0
none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	0
beautifully reclaiming the story of carmen and recreating it an in an african idiom .	1
bears about as much resemblance to the experiences of most battered women as spider-man does to the experiences of most teenagers .	0
the whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .	0
the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .	1
nothing wrong with performances here , but the whiney characters bugged me .	0
the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .	0
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	1
you will likely prefer to keep on watching .	1
murphy and wilson actually make a pretty good team ... but the project surrounding them is distressingly rote .	0
like a can of 2-day old coke .	0
entirely suspenseful , extremely well-paced and ultimately ... dare i say , entertaining !	1
spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .	1
smart and alert , thirteen conversations about one thing is a small gem .	1
an amused indictment of jaglom 's own profession .	1
maintains your interest until the end and even leaves you with a few lingering animated thoughts .	1
the first bond movie in ages that is n't fake fun .	1
a clumsily manufactured exploitation flick , a style-free exercise in manipulation and mayhem .	0
this is dicaprio 's best performance in anything ever , and easily the most watchable film of the year .	1
there is a beautiful , aching sadness to it all .	1
campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .	1
elaborate special effects take centre screen , so that the human story is pushed to one side .	1
even during the climactic hourlong cricket match , boredom never takes hold .	1
implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .	1
the punch lines that miss , unfortunately , outnumber the hits by three-to-one .	0
passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...	1
in other words , it 's badder than bad .	0
a wonderfully warm human drama that remains vividly in memory long after viewing	1
the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	0
claude chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .	1
damon brings the proper conviction to his role as -lrb- jason bourne -rrb- .	1
it merely indulges in the worst elements of all of them .	0
the film is insightful about kissinger 's background and history .	1
` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated .	1
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this ; i assume the director has pictures of them cavorting in ladies ' underwear .	0
assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan .	1
this story of unrequited love does n't sustain interest beyond the first half-hour .	0
a harrowing account of a psychological breakdown .	1
paul cox needed to show it .	0
a little melodramatic , but with enough hope to keep you engaged .	1
-lrb- danny huston gives -rrb- an astounding performance that deftly , gradually reveals a real human soul buried beneath a spellbinding serpent 's smirk .	1
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .	0
stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9\/11 .	1
this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .	0
loud , silly , stupid and pointless .	0
well , this movie proves you wrong on both counts .	0
no surprises .	0
it 's funny and human and really pretty damned wonderful , all at once .	1
holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .	1
-lrb- creates -rrb- the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .	0
though there are many tense scenes in trapped , they prove more distressing than suspenseful .	0
thumbs down .	0
payne constructs a hilarious ode to middle america and middle age with this unlikely odyssey , featuring a pathetic , endearing hero who is all too human .	1
the film 's trailer also looked like crap , so crap is what i was expecting .	0
unlike most anime , whose most ardent fans outside japan seem to be introverted young men with fantasy fetishes , metropolis never seems hopelessly juvenile .	1
it 's a masterpiece .	1
toward the end sum of all fears morphs into a mundane '70s disaster flick .	0
directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .	0
bluer than the atlantic and more biologically detailed than an autopsy , the movie ... is , also , frequently hilarious .	1
` in this poor remake of such a well loved classic , parker exposes the limitations of his skill and the basic flaws in his vision . '	0
green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .	0
a depraved , incoherent , instantly disposable piece of hackery .	0
the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .	1
even at its worst , it 's not half-bad .	1
gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .	1
-lrb- tries -rrb- to parody a genre that 's already a joke in the united states .	0
this would-be ` james bond for the extreme generation ' pic is one big , dumb action movie .	0
it 's hard to pity the ` plain ' girl who becomes a ravishing waif after applying a smear of lip-gloss .	0
it may also be the best sex comedy about environmental pollution ever made .	1
a pretty decent kid-pleasing , tolerable-to-adults lark of a movie .	1
seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .	0
swims in mediocrity , sticking its head up for a breath of fresh air now and then .	0
likely to have decades of life as a classic movie franchise ?	1
noyce 's greatest mistake is thinking that we needed sweeping , dramatic , hollywood moments to keep us	0
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .	1
a winning comedy with its wry observations about long-lived friendships and the ways in which we all lose track of ourselves by trying to please others .	1
cherish would 've worked a lot better had it been a short film .	0
a movie to forget	0
rife with the rueful , wry humor springing out of yiddish culture and language .	1
charlotte sometimes is a gem .	1
first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .	1
although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .	1
a crisp psychological drama -lrb- and -rrb- a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .	1
although disney follows its standard formula in this animated adventure , it feels more forced than usual .	0
a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise .	1
a solid , psychological action film from hong kong .	1
like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour .	0
a cultural wildcard experience : wacky , different , unusual , even nutty .	1
its premise is smart , but the execution is pretty weary .	0
the things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .	0
not once does it come close to being exciting .	0
the film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .	1
while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire .	0
a thriller without thrills and a mystery devoid of urgent questions .	0
i am more offended by his lack of faith in his audience than by anything on display here .	0
... blade ii is still top-heavy with blazing guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves .	0
chaiken ably balances real-time rhythms with propulsive incident .	1
the beauty of the piece is that it counts heart as important as humor .	1
one of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .	1
reggio and glass put on an intoxicating show .	1
a gripping documentary that reveals how deep the antagonism lies in war-torn jerusalem .	1
jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set .	0
no amount of burning , blasting , stabbing , and shooting can hide a weak script .	0
mazel tov to a film about a family 's joyous life acting on the yiddish stage .	1
the problem with all of this : it 's not really funny .	0
as hannibal would say , yes , ` it 's like having an old friend for dinner ' .	1
it 's a spectacular performance - ahem , we hope it 's only acting .	1
cloaks a familiar anti-feminist equation -lrb- career - kids = misery -rrb- in tiresome romantic-comedy duds .	0
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification .	0
what bubbles up out of john c. walsh 's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .	1
a clichéd and shallow cautionary tale about the hard-partying lives of gay men .	0
brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .	1
fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .	1
if you love the music , and i do , its hard to imagine having more fun watching a documentary ...	1
godard uses his characters -- if that 's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks .	0
for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .	0
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	1
the actors must indeed be good to recite some of this laughable dialogue with a straight face .	0
it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .	1
once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea is n't funny .	0
anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed .	1
it excels because , unlike so many other hollywood movies of its ilk , it offers hope .	1
each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .	0
all in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate they 're forced to follow .	1
check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .	0
control-alt-delete simone as quickly as possible	0
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .	1
still , this flick is fun , and host to some truly excellent sequences .	1
the movie straddles the fence between escapism and social commentary , and on both sides it falls short .	0
it 's a familiar story , but one that is presented with great sympathy and intelligence .	1
it 's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .	0
if -lrb- jaglom 's -rrb- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .	1
the romance between the leads is n't as compelling or as believable as it should be .	0
too clumsy in key moments ... to make a big splash .	0
the exclamation point seems to be the only bit of glee you 'll find in this dreary mess .	0
the troubling thing about clockstoppers is that it does n't make any sense .	0
this is a children 's film in the truest sense .	1
an ambitiously naturalistic , albeit half-baked , drama about an abused , inner-city autistic teen .	1
with we were soldiers , hollywood makes a valiant attempt to tell a story about the vietnam war before the pathology set in .	1
while not quite `` shrek '' or `` monsters , inc. '' , it 's not too bad .	1
it 's an 88-minute highlight reel that 's 86 minutes too long .	0
-lrb- soderbergh -rrb- tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .	0
go , girls , right down the reality drain .	0
a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence .	0
the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public	1
long before it 's over , you 'll be thinking of 51 ways to leave this loser .	0
it 's a solid movie about people whose lives are anything but .	1
you 'll find yourself wishing that you and they were in another movie .	0
it 's an experience in understanding a unique culture that is presented with universal appeal .	1
a lot of talent is wasted in this crass , low-wattage endeavor .	0
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0
proof once again that if the filmmakers just follow the books , they ca n't go wrong .	1
but even while his characters are acting horribly , he is always sympathetic .	1
the bottom line , at least in my opinion , is imposter makes a better short story than it does a film .	0
there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally .	0
sewer rats could watch this movie and be so skeeved out that they 'd need a shower .	0
it sends you away a believer again and quite cheered at just that .	1
an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts .	1
the basic premise is intriguing but quickly becomes distasteful and downright creepy .	0
like the world of his film , hartley created a monster but did n't know how to handle it .	0
a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill .	1
just when you think you are making sense of it , something happens that tells you there is no sense .	0
i felt trapped and with no obvious escape for the entire 100 minutes .	0
robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side .	1
morrissette has performed a difficult task indeed - he 's taken one of the world 's most fascinating stories and made it dull , lifeless , and irritating .	0
... although this idea is `` new '' the results are tired .	0
given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .	0
sluggish , tonally uneven .	0
more tiring than anything .	0
devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .	1
` it 's painful to watch witherspoon 's talents wasting away inside unnecessary films like legally blonde and sweet home abomination , i mean , alabama . '	0
in his role of observer of the scene , lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0
like its bizarre heroine , it irrigates our souls .	1
not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted .	1
a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .	0
an uneven mix of dark satire and childhood awakening .	0
i wish it would have just gone more over-the-top instead of trying to have it both ways .	0
-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .	0
in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war-weary marine .	0
the story the movie tells is of brian de palma 's addiction to the junk-calorie suspense tropes that have all but ruined his career .	0
but arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .	1
more precious than perspicacious	1
that jack nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .	1
the performances are uniformly good .	1
the best part about `` gangs '' was daniel day-lewis .	1
contrived as this may sound , mr. rose 's updating works surprisingly well .	1
viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .	0
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	0
a cautionary tale about the folly of superficiality that is itself endlessly superficial .	0
has a certain ghoulish fascination , and generates a fair amount of b-movie excitement .	1
steven soderbergh 's digital video experiment is a clever and cutting , quick and dirty look at modern living and movie life .	1
a lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .	1
as with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .	0
it is an unstinting look at a collaboration between damaged people that may or may not qual	1
shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .	1
a funny and touching film that is gorgeously acted by a british cast to rival gosford park 's .	1
not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .	1
too slow for a younger crowd , too shallow for an older one .	0
watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .	1
a very capable nailbiter .	1
cannon 's confidence and laid-back good spirits are , with the drumming routines , among the film 's saving graces .	1
the action sequences are fun and reminiscent of combat scenes from the star wars series .	1
` blue crush ' swims away with the sleeper movie of the summer award .	1
mckay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
obvious .	0
-lrb- a -rrb- soulless , stupid sequel ...	0
an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .	1
cinematic poetry showcases the city 's old-world charm before machines change nearly everything .	1
the plan to make enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflé gone wrong .	0
a thought-provoking picture .	1
an enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .	1
the story line may be 127 years old , but el crimen del padre amaro ... could n't be more timely in its despairing vision of corruption within the catholic establishment .	1
plays like a glossy melodrama that occasionally verges on camp .	0
a real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office .	1
a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .	1
a horror movie with seriously dumb characters , which somewhat dilutes the pleasure of watching them stalked by creepy-crawly bug things that live only in the darkness .	0
imagine susan sontag falling in love with howard stern .	0
worth catching for griffiths ' warm and winning central performance .	1
delight your senses and crash this wedding !	1
comes off like a bad imitation of the bard .	0
77 minutes of pokemon may not last 4ever , it just seems like it does .	0
while american adobo has its heart -lrb- and its palate -rrb- in the right place , its brain is a little scattered -- ditsy , even .	0
thoroughly awful .	0
transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games .	1
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced .	1
nothing short of a masterpiece -- and a challenging one .	1
the son of the bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .	1
the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .	1
there 's only one way to kill michael myers for good : stop buying tickets to these movies .	0
plus , like i already mentioned ... it 's robert duvall !	1
... quite good at providing some good old fashioned spooks .	1
woody allen used to ridicule movies like hollywood ending .	0
at once disarmingly straightforward and strikingly devious .	1
especially give credit to affleck .	1
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .	1
although it includes a fair share of dumb drug jokes and predictable slapstick , `` orange county '' is far funnier than it would seem to have any right to be .	1
the banter between calvin and his fellow barbers feels like a streetwise mclaughlin group ... and never fails to entertain .	1
i enjoyed the movie in a superficial way , while never sure what its purpose was .	1
a no-holds-barred cinematic treat .	1
a rambling ensemble piece with loosely connected characters and plots that never quite gel .	0
if you recognize zeus -lrb- the dog from snatch -rrb- it will make you wish you were at home watching that movie instead of in the theater watching this one .	0
although shot with little style , skins is heartfelt and achingly real .	1
after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .	1
for the future , one hopes mr. plympton will find room for one more member of his little band , a professional screenwriter .	0
a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .	1
the script ?	0
this 10th film in the series looks and feels tired .	0
though nijinsky 's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .	1
silly stuff , all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another .	0
if there 's a heaven for bad movies , deuces wild is on its way .	0
a derivative collection of horror and sci-fi cliches .	0
it 's all surface psychodramatics .	0
an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent .	1
the audacity to view one of shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .	0
laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl 's dilemma .	1
not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . '	0
the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .	0
will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic .	0
a well made indieflick in need of some trims and a more chemistry between its stars .	1
both exuberantly romantic and serenely melancholy , what time is it there ?	1
unspeakable , of course , barely begins to describe the plot and its complications .	0
should have gone straight to video .	0
a rich tale of our times , very well told with an appropriate minimum of means .	1
bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .	0
what 's hard to understand is why anybody picked it up .	0
lame sweet home leaves no southern stereotype unturned .	0
whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv , they show a remarkable ability to document both sides of this emotional car-wreck .	1
no amount of good intentions is able to overcome the triviality of the story .	0
` this movie sucks . '	0
the delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a scrooge or two .	1
at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .	0
this is an exercise not in biography but in hero worship .	0
y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt .	1
a worthwhile documentary , whether you 're into rap or not , even if it may still leave you wanting more answers as the credits roll .	1
it 's a rollicking adventure for you and all your mateys , regardless of their ages .	1
bears is even worse than i imagined a movie ever could be .	0
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .	1
even the hastily and amateurishly drawn animation can not engage .	0
although i did n't hate this one , it 's not very good either .	0
this enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .	1
... a solid , well-formed satire .	1
after seeing the film , i can tell you that there 's no other reason why anyone should bother remembering it .	0
a bland animated sequel that hardly seems worth the effort .	0
a generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .	1
the film is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .	0
every sequel you skip will be two hours gained .	0
predictably melodramatic .	0
if you 're not , you 'll still have a good time . ''	1
as gory as the scenes of torture and self-mutilation may be , they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting .	1
but mainstream audiences will find little of interest in this film , which is often preachy and poorly acted .	0
the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle .	1
an awkwardly garish showcase that diverges from anything remotely probing or penetrating .	0
an extremely funny , ultimately heartbreaking look at life in contemporary china .	1
... the story is far-flung , illogical , and plain stupid .	0
its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .	0
this is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt .	1
the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder .	0
it sticks rigidly to the paradigm , rarely permitting its characters more than two obvious dimensions and repeatedly placing them in contrived , well-worn situations .	0
the result is a powerful , naturally dramatic piece of low-budget filmmaking .	1
an uncomfortable movie , suffocating and sometimes almost senseless , the grey zone does have a center , though a morbid one .	0
rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .	1
an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .	1
singer\/composer bryan adams contributes a slew of songs -- a few potential hits , a few more simply intrusive to the story -- but the whole package certainly captures the intended , er , spirit of the piece .	1
an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .	0
wait to see it then .	0
what 's infuriating about full frontal is that it 's too close to real life to make sense .	0
the film offers an intriguing what-if premise .	1
they 're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood .	1
the crap continues .	0
it 's always enthralling .	1
a diverse and astonishingly articulate cast of palestinian and israeli children .	1
this cinema verite speculation on the assassination of john f. kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative .	1
it goes down easy , leaving virtually no aftertaste .	1
finely crafted , finely written , exquisitely performed	1
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .	1
here the love scenes all end in someone screaming .	0
if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .	0
passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	1
one of the most plain , unimaginative romantic comedies i 've ever seen .	0
it has fun with the quirks of family life , but it also treats the subject with fondness and respect .	1
brisk hack job .	0
nights feels more like a quickie tv special than a feature film ... it 's not even a tv special you 'd bother watching past the second commercial break .	0
sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .	1
directors brett morgen and nanette burstein have put together a bold biographical fantasia .	1
a brisk , reverent , and subtly different sequel .	1
the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .	1
shyamalan takes a potentially trite and overused concept -lrb- aliens come to earth -rrb- and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .	1
a moving essay about the specter of death , especially suicide .	1
... an eerily suspenseful , deeply absorbing piece that works as a treatise on spirituality as well as a solid sci-fi thriller .	1
a well-intentioned effort that 's still too burdened by the actor 's offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility .	0
it 's difficult to feel anything much while watching this movie , beyond mild disturbance or detached pleasure at the acting .	0
something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .	0
sets animation back 30 years , musicals back 40 years and judaism back at least 50 .	0
beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .	1
a movie that will surely be profane , politically charged music to the ears of cho 's fans .	1
brash , intelligent and erotically perplexing , haneke 's portrait of an upper class austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .	1
tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .	1
guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .	0
is n't as sharp as the original ... despite some visual virtues , ` blade ii ' just does n't cut it .	0
it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense .	0
yet the act is still charming here .	1
the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .	1
